line,train_num,delay,trainowner
Hanzomon,A2353S,0,TokyoMetro
Hanzomon,A2375S,0,TokyoMetro
Hanzomon,A2389S,0,TokyoMetro
Hanzomon,B2467S,0,TokyoMetro
Hanzomon,B2430K,0,Tokyu
Hanzomon,B2360T,0,Tobu
Hanzomon,B2334K,0,Tokyu
Chiyoda,A2305K,0,JR-East
Chiyoda,A2315S,0,TokyoMetro
Chiyoda,A2331S,0,TokyoMetro
Chiyoda,B2425K,0,JR-East
Chiyoda,B2305S,0,TokyoMetro
Chiyoda,B2321K,0,JR-East
Chiyoda,B2498S2,0,TokyoMetro
Marunouchi,A2473,0,TokyoMetro
Marunouchi,A2327,0,TokyoMetro
Marunouchi,A2433,0,TokyoMetro
Marunouchi,A24382,0,TokyoMetro
Marunouchi,A2311,0,TokyoMetro
Marunouchi,A2385,0,TokyoMetro
Marunouchi,A2467,0,TokyoMetro
Marunouchi,B2479,0,TokyoMetro
Marunouchi,B2361,0,TokyoMetro
Marunouchi,B2363,0,TokyoMetro
Fukutoshin,A2405K,0,Tokyu
Fukutoshin,A2322K,0,Tokyu
Fukutoshin,B2315S,0,TokyoMetro
Fukutoshin,B2321S,0,TokyoMetro
Fukutoshin,B2301S,0,TokyoMetro
Namboku,A2332S,0,TokyoMetro
Namboku,A2388M,0,SaitamaRailway
Namboku,B2464S,0,TokyoMetro
Namboku,B2366S,0,TokyoMetro
Namboku,B2308K,0,Tokyu
Namboku,B2356S,0,TokyoMetro
Namboku,B2318K,0,Tokyu
Namboku,B2316K,0,Tokyu
Tozai,A2499S,0,TokyoMetro
Tozai,A2375S,0,TokyoMetro
Tozai,A2341S,0,TokyoMetro
Tozai,A2369S,0,TokyoMetro
Tozai,A2367S,0,TokyoMetro
Tozai,A2327S,0,TokyoMetro
Tozai,A2358T,0,ToyoRapidRailway
Tozai,B2419S,0,TokyoMetro
Tozai,B2395S,0,TokyoMetro
Tozai,B2468T,0,ToyoRapidRailway
Tozai,B2331S,0,TokyoMetro
Tozai,B2313S,0,TokyoMetro
Yurakucho,A2327S,0,TokyoMetro
Yurakucho,A2377S,0,TokyoMetro
Yurakucho,B2439S,0,TokyoMetro
Yurakucho,B2367S,0,TokyoMetro
