line,train_num,delay,trainowner
Hanzomon,A2373S,0,TokyoMetro
Hanzomon,A2363S,0,TokyoMetro
Hanzomon,A2270T,0,Tobu
Hanzomon,B2213K,0,Tokyu
Hanzomon,B2325K,0,Tokyu
Hanzomon,B2268T,0,Tobu
Hanzomon,B2314K,0,Tokyu
Chiyoda,A2325S,0,TokyoMetro
Chiyoda,A2309S,0,TokyoMetro
Chiyoda,A2303S,0,TokyoMetro
Chiyoda,A2301S,0,TokyoMetro
Chiyoda,B2317K,0,JR-East
Chiyoda,B2325K,0,JR-East
Chiyoda,B2337S,0,TokyoMetro
Chiyoda,B2496S1,0,TokyoMetro
Marunouchi,A2413,0,TokyoMetro
Marunouchi,A2345,0,TokyoMetro
Marunouchi,A2357,0,TokyoMetro
Marunouchi,A2355,0,TokyoMetro
Marunouchi,A2351,0,TokyoMetro
Marunouchi,A24341,0,TokyoMetro
Marunouchi,A2349,0,TokyoMetro
Marunouchi,A23383,0,TokyoMetro
Marunouchi,B2339,0,TokyoMetro
Marunouchi,B2317,0,TokyoMetro
Marunouchi,B2359,0,TokyoMetro
Marunouchi,B2321,0,TokyoMetro
Marunouchi,B2347,0,TokyoMetro
Fukutoshin,A2317K,0,Tokyu
Fukutoshin,A2312K,0,Tokyu
Fukutoshin,A2320K,0,Tokyu
Fukutoshin,B2315T,0,Tobu
Fukutoshin,B2308S,0,TokyoMetro
Fukutoshin,B2310M,0,Seibu
Fukutoshin,B2201S,0,TokyoMetro
Fukutoshin,B2215K,0,Tokyu
Fukutoshin,B2237S,0,TokyoMetro
Namboku,A2332S,0,TokyoMetro
Namboku,A2356S,0,TokyoMetro
Namboku,A2388M,0,SaitamaRailway
Namboku,A2384M,0,SaitamaRailway
Namboku,A2366S,0,TokyoMetro
Namboku,B2310K,0,Tokyu
Namboku,B2338S,0,TokyoMetro
Namboku,B2306K,0,Tokyu
Namboku,B2336S,0,TokyoMetro
Namboku,B2312K,0,Tokyu
Tozai,A2456T,0,ToyoRapidRailway
Tozai,A2345S,0,TokyoMetro
Tozai,A2331S,0,TokyoMetro
Tozai,A2341S,0,TokyoMetro
Tozai,A2337S,0,TokyoMetro
Tozai,A2315S,0,TokyoMetro
Tozai,A2352T,0,ToyoRapidRailway
Tozai,B2461S,0,TokyoMetro
Tozai,B2360T,0,ToyoRapidRailway
Tozai,B2343S,0,TokyoMetro
Tozai,B2333S,0,TokyoMetro
Tozai,B2249S,0,TokyoMetro
Yurakucho,A2473S,0,TokyoMetro
Yurakucho,A2347S,0,TokyoMetro
Yurakucho,A2329S,0,TokyoMetro
Yurakucho,A2325S,0,TokyoMetro
Yurakucho,A2223S,0,TokyoMetro
Yurakucho,B2331S,0,TokyoMetro
Yurakucho,B2355S,0,TokyoMetro
Yurakucho,B2321S,0,TokyoMetro
Yurakucho,B2319T,0,Tobu
Yurakucho,B2363S,0,TokyoMetro
Ginza,A2437,0,TokyoMetro
Ginza,A2331,0,TokyoMetro
Ginza,A2321,0,TokyoMetro
Ginza,A2357,0,TokyoMetro
Ginza,B2411,0,TokyoMetro
Ginza,B2307,0,TokyoMetro
Ginza,B2353,0,TokyoMetro
Ginza,B2347,0,TokyoMetro
Hibiya,A2420S,0,TokyoMetro
Hibiya,A2312S,0,TokyoMetro
Hibiya,A2236S,0,TokyoMetro
Hibiya,A2340S,0,TokyoMetro
Hibiya,B2406S,0,TokyoMetro
Hibiya,B2311T,0,Tobu
Hibiya,B2310S,0,TokyoMetro
Hibiya,B2328S,0,TokyoMetro
Hanzomon,A1913K,0,Tokyu
Hanzomon,A1921K,0,Tokyu
Hanzomon,A1930K,0,Tokyu
Hanzomon,A1962T,0,Tobu
Hanzomon,A1969S,0,TokyoMetro
Hanzomon,A1914K,0,Tokyu
Hanzomon,A1927K,0,Tokyu
Hanzomon,A1934K,0,Tokyu
Hanzomon,A1863S,0,TokyoMetro
Hanzomon,A1954T,0,Tobu
Hanzomon,B2005K,0,Tokyu
Hanzomon,B2007K,0,Tokyu
Hanzomon,B1925K,0,Tokyu
Hanzomon,B2082T,0,Tobu
Hanzomon,B2008K,0,Tokyu
Hanzomon,B1957S,0,TokyoMetro
Hanzomon,B2033K,0,Tokyu
Hanzomon,B2093S,0,TokyoMetro
Hanzomon,B1956T,0,Tobu
Hanzomon,B1939K,0,Tokyu
Hanzomon,B1903K,0,Tokyu
Hanzomon,B1831K,0,Tokyu
Chiyoda,A2096S2,0,TokyoMetro
Chiyoda,A1947E,0,Odakyu
Chiyoda,A1915S,0,TokyoMetro
Chiyoda,A1921K,0,JR-East
Chiyoda,A1945E,0,Odakyu
Chiyoda,A2013E,0,Odakyu
Chiyoda,A1901K,0,JR-East
Chiyoda,A1907S,0,TokyoMetro
Chiyoda,A1927S,0,TokyoMetro
Chiyoda,B2057E,0,Odakyu
Chiyoda,B2033K,0,JR-East
Chiyoda,B2027K,0,JR-East
Chiyoda,B2031K,0,JR-East
Chiyoda,B2015K,0,JR-East
Chiyoda,B1909S,0,TokyoMetro
Chiyoda,B1905K,0,JR-East
Chiyoda,B1939S,0,TokyoMetro
Chiyoda,B2098S2,0,TokyoMetro
Marunouchi,A2049,0,TokyoMetro
Marunouchi,A2069,0,TokyoMetro
Marunouchi,A2073,0,TokyoMetro
Marunouchi,A2021,0,TokyoMetro
Marunouchi,A2027,0,TokyoMetro
Marunouchi,A2093,0,TokyoMetro
Marunouchi,A2071,0,TokyoMetro
Marunouchi,A2011,0,TokyoMetro
Marunouchi,A1919,0,TokyoMetro
Marunouchi,A1965,0,TokyoMetro
Marunouchi,A1985,0,TokyoMetro
Marunouchi,A1979,0,TokyoMetro
Marunouchi,A1935,0,TokyoMetro
Marunouchi,A20362,0,TokyoMetro
Marunouchi,A1951,0,TokyoMetro
Marunouchi,A1947,0,TokyoMetro
Marunouchi,A1967,0,TokyoMetro
Marunouchi,A1915,0,TokyoMetro
Marunouchi,B20342,0,TokyoMetro
Marunouchi,B20382,0,TokyoMetro
Marunouchi,B2029,0,TokyoMetro
Marunouchi,B2033,0,TokyoMetro
Marunouchi,B2059,0,TokyoMetro
Marunouchi,B2017,0,TokyoMetro
Marunouchi,B2057,0,TokyoMetro
Marunouchi,B2039,0,TokyoMetro
Marunouchi,B2061,0,TokyoMetro
Marunouchi,B2005,0,TokyoMetro
Marunouchi,B1975,0,TokyoMetro
Marunouchi,B2063,0,TokyoMetro
Marunouchi,B1981,0,TokyoMetro
Marunouchi,B1913,0,TokyoMetro
Marunouchi,B1987,0,TokyoMetro
Marunouchi,B1925,0,TokyoMetro
Marunouchi,B1931,0,TokyoMetro
Marunouchi,B1909,0,TokyoMetro
Fukutoshin,A1951K,0,Tokyu
Fukutoshin,A2002S,0,TokyoMetro
Fukutoshin,A2008M,0,Seibu
Fukutoshin,A1912K,0,Tokyu
Fukutoshin,A1917T,0,Tobu
Fukutoshin,A1902K,0,Tokyu
Fukutoshin,A2015S,0,TokyoMetro
Fukutoshin,B1953K,0,Tokyu
Fukutoshin,B1911K,0,Tokyu
Fukutoshin,B1911S,0,TokyoMetro
Fukutoshin,B1909T,0,Tobu
Fukutoshin,B1906M,0,Seibu
Fukutoshin,B1925K,0,Tokyu
